"company","tier","verdict","email","phone","municipality","prefecture","legal_type","founded","socials","social_urls","kad","ar_gemi","afm","email_domain"
"ΜΙΧΟΣ ΕΥΑΓΓΕΛΟΣ ΤΟΥ ΧΡΗΣΤΟΥ","B","free-mail","vag.michos@gmail.com","2106666189","ΙΛΙΟΥ / ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","1994","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","85982902000","046108444","gmail.com"
"ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε. MARINA GLAROKAVOS","B","free-mail","petropoulosbg@hotmail.gr","6940331623","ΚΑΣΣΑΝΔΡΑΣ / ΧΑΛΚΙΔΙΚΗΣ","ΧΑΛΚΙΔΙΚΗΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","158847457000","801544076","hotmail.gr"
"ΜΟΥΣΑΜΕΤΗ ΙΩΑΝΝΑ ΤΟΥ ΜΠΑΡΙΑΜ","B","free-mail","joana.mushameti@gmail.com","2104650162","ΣΑΛΑΜΙΝΑΣ / ΝΗΣΩΝ","ΠΕΙΡΑΙΑ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","191953608000","142598510","gmail.com"
"ΜΟΥΤΣΑΚΗΣ ΜΙΧΑΗΛ ΤΟΥ ΔΗΜΗΤΡΙΟΥ","B","free-mail","mixalhs195252@gmail.com","2821081445","ΑΠΟΚΟΡΩΝΟΥ / ΧΑΝΙΩΝ","ΧΑΝΙΩΝ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","180830958000","164787933","gmail.com"
"ΜΠΑΖΗΣ ΘΕΟΔΩΡΟΣ ΤΟΥ ΝΙΚΗΦΟΡΟΥ","B","free-mail","twodoor76@gmail.com","6948831355","ΑΛΜΥΡΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΑΤΟΜΙΚΗ","2000","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","50551544000","074388582","gmail.com"
"ΜΠΑΜΠΟΥΚΗΣ ΜΙΛΤΙΑΔΗΣ ΤΟΥ ΘΩΜΑ","B","free-mail","nauticaltechsolutions@gmail.com","6947673260","ΘΕΣΣΑΛΟΝΙΚΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","179300405000","133488278","gmail.com"
"ΜΠΑΡΑΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΜΟΝΟΠΡΟΣΩΠΗ I.K.E. (Υποκατάστημα)","B","free-mail","araftop11@gmail.com","2106610242","ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","140316001001","800769998","gmail.com"
"ΜΠΑΧΑΝΤΟΥΡΗΣ ΣΤ. ΚΑΙ ΣΙΑ Ε.Ε.","B","free-mail","mpahantouris@gmail.com","6985996950","ΧΙΟΥ / ΧΙΟΥ","ΧΙΟΥ","ΕΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","184250859000","802866850","gmail.com"
"ΜΠΕΓΝΗ ΑΘΗΝΑ TOY ΧΡΗΣΤΟΥ","B","free-mail","actionmarine20@gmail.com","2104640527","ΣΑΛΑΜΙΝΑΣ / ΝΗΣΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2009","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","55065609000","045540640","gmail.com"
"ΜΠΕΙΟΓΛΟΥ ΠΑΝΤΕΛΕΗΜΩΝ ΤΟΥ ΒΑΣΙΛΕΙΟΥ","B","free-mail","pantelis.mpeioglou@gmail.com","6936854385","ΠΕΡΙΣΤΕΡΙΟΥ / ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","157725003000","048102472","gmail.com"
"ΜΠΕΛΕΓΡΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ","B","free-mail","LAZARISM@HOTMAIL.GR","2645025736","ΛΕΥΚΑΔΑΣ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","16469743000","128467368","hotmail.gr"
"ΜΠΙΣΑΡΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ ΤΟΥ ΑΝΤΩΝΙΟΥ","B","free-mail","alexandrosnl2013@gmail.com","2695053271","ΖΑΚΥΝΘΟΥ / ΖΑΚΥΝΘΟΥ","ΖΑΚΥΝΘΟΥ","ΑΤΟΜΙΚΗ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","191269724000","139463271","gmail.com"
"ΜΠΟΓΡΗΣ ΣΠΥΡΙΔΩΝ ΤΟΥ ΓΕΩΡΓΙΟΥ","B","free-mail","dsorrou@gmail.com","2297028842","ΑΙΓΙΝΑΣ / ΝΗΣΩΝ","ΠΕΙΡΑΙΑ","ΑΤΟΜΙΚΗ","2013","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","124197208000","113446862","gmail.com"
"ΜΠΟΝΑΡΟΣ ΘΕΟΔΩΡΟΣ ΤΟΥ ΝΙΚΟΛΑΟΥ","B","free-mail","theobonaros@hotmail.com","6932561725","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΠΕΙΡΑΙΑ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","163587808000","074858627","hotmail.com"
"ΜΠΟΥΝΤΑΛΗ ΙΩΑΝΝΑ ΤΟΥ ΠΑΝΑΓΙΩΤΗ","B","free-mail","logistisper@gmail.com","","ΣΑΡΩΝΙΚΟΥ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","164477303000","175619598","gmail.com"
"ΜΠΟΥΡΓΑΛΗΣ ΔΡΑΚΟΥΛΗΣ ΤΟΥ ΠΕΤΡΟΥ","B","free-mail","isalosschool@yahoo.gr","6974738139","ΘΕΣΣΑΛΟΝΙΚΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΤΗΝ ΟΔΗΓΗΣΗ ΤΑΧΥΠΛΟΩΝ ΣΚΑΦΩΝ","167155806000","049002815","yahoo.gr"
"ΜΠΟΥΡΓΚΗΣ ΣΩΚΡΑΤΗΣ","B","free-mail","bourgkis@gmail.com","6978993303","ΚΩ / ΚΩ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","190366120000","118678404","gmail.com"
"ΜΠΟΥΡΝΗΣ ΕΥΤΥΧΙΟΣ","B","free-mail","eytyxiosbournis@gmail.com","","ΡΟΔΟΥ / ΡΟΔΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","2023","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","174901020000","175577382","gmail.com"
"ΜΠΟΥΣΙΑΚΗΣ ΣΤΕΦΑΝΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ","B","free-mail","log676392@gmail.com","","ΒΟΛΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","152902244000","059428300","gmail.com"
"ΜΠΟΥΦΗΣ ΙΩΑΝΝΗΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ","B","free-mail","aggelpapa@yahoo.gr","2298075309","ΣΠΕΤΣΩΝ / ΝΗΣΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2003","","","ΥΠΗΡΕΣΙΕΣ ΑΝΕΛΚΥΣΗΣ ΚΑΙ ΚΑΘΕΛΚΥΣΗΣ ΣΚΑΦΩΝ","112647408000","038894600","yahoo.gr"
"ΜΠΟΥΧΩΡΙΤΗΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΗΛΙΑ","B","free-mail","boatfinders@gmail.com","2235041094","ΚΑΜΕΝΩΝ ΒΟΥΡΛΩΝ / ΦΘΙΩΤΙΔΑΣ","ΦΘΙΩΤΙΔΑΣ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","23013854000","037254610","gmail.com"
"ΜΥΛΩΝΑΚΗΣ ΓΕΩΡΓΙΟΣ","B","free-mail","EKONT88@HOTMAIL.COM","6985980640","ΧΑΝΙΩΝ / ΧΑΝΙΩΝ","ΧΑΝΙΩΝ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","73533158000","112392894","hotmail.com"
"ΜΩΡΑΪΤΗΣ ΜΑΡΙΟΣ ΤΟΥ ΧΑΡΑΛΑΜΠΟΥ","B","free-mail","Mariosmo1987@gmail.com","2661044792","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","184379633000","143570792","gmail.com"
"ΝΑΣΙΟΣ ΕΛΕΥΘΕΡΙΟΣ του Ιωάννη","B","free-mail","nasioseleutherios@gmail.com","","ΗΓΟΥΜΕΝΙΤΣΑΣ / ΘΕΣΠΡΩΤΙΑΣ","ΘΕΣΠΡΩΤΙΑΣ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","189050828000","153720432","gmail.com"
"ΝΑΥΠΗΓΕΙΑ ΔΗΜΗΤΡΙΟΥ Γ ΑΤΣΑΛΑΚΗ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","B","free-mail","atsalakishipyard@gmail.com","2104415921","ΠΕΡΑΜΑΤΟΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","158216008000","801509768","gmail.com"
"ΝΑΥΠΗΓΕΙΑ ΠΑΝΑΓΙΩΤΗ Ι. ΑΣΠΡΑΚΗ – ΣΠΥΡΟΥ Κ. ΚΑΛΔΗ – ΓΕΩΡΓΙΟΥ Π. ΑΣΠΡΑΚΗ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ","B","free-mail","kaldis.1.mat@hotmail.com","2297024120","ΑΙΓΙΝΑΣ / ΝΗΣΩΝ","ΑΤΤΙΚΗΣ","ΟΕ","2009","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","128306808000","998539769","hotmail.com"
"ΝΕΖΑΣ ΙΟΡΔΑΝΗΣ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ","B","free-mail","marine.service.nezas@gmail.com","","ΠΑΓΓΑΙΟΥ / ΚΑΒΑΛΑΣ","ΚΑΒΑΛΑΣ","ΑΤΟΜΙΚΗ","2015","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","171834730000","142219549","gmail.com"
"ΝΙΚ. Β. ΔΗΜΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ Ο.Ε.","B","free-mail","aktiomarina@gmail.com","2682061305","ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ / ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΟΕ","1997","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","28060012000","082357163","gmail.com"
"ΝΙΚΟΛΑΚΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ TOY ΘΕΟΔΩΡΟΥ","B","free-mail","k.knikolakakis@gmail.com","","ΛΑΥΡΕΩΤΙΚΗΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2007","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","56317709000","038637827","gmail.com"
"ΝΙΚΟΛΑΟΣ ΑΡΤΕΜΙΟΥ ΞΥΔΟΥΣ","B","free-mail","nxydous@gmail.com","2287023822","ΜΗΛΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2018","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","148351138000","036038743","gmail.com"
"ΝΙΚΟΛΑΟΣ ΜΑΡΚΑΚΗΣ ΤΟΥ ΚΩΝ/ΝΟΥ","B","free-mail","nikos.markakis@hotmail.gr","2103425626","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","1985","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","156201000","030251788","hotmail.gr"
"ΝΙΚΟΛΑΟΣ ΤΡΑΓΚΑΣ","B","free-mail","nikostragkas02@gmail.com","6974301214","ΣΑΡΩΝΙΚΟΥ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","67556003000","055338063","gmail.com"
"ΝΙΚΟΣ ΜΑΡΚΑΚΗΣ ΚΑΙ ΣΙΑ Ε.Ε.","B","free-mail","nikos.markakis@hotmail.gr","6932230676","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΕΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","182791103000","802789065","hotmail.gr"
"ΝΤΖΑΛΑΣ ΣΩΚΡΑΤΗΣ ΤΟΥ ΧΡΗΣΤΟΥ","B","free-mail","ionionboats@gmail.com","2635051643","ΑΓΡΙΝΙΟΥ / ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΑΤΟΜΙΚΗ","2015","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","137040812000","120164897","gmail.com"
"ΝΤΡΙΤΣΟΣ ΘΩΜΑΣ ΚΑΙ ΣΙΑ ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ","B","free-mail","eape19@otenet.gr","2666024385","ΗΓΟΥΜΕΝΙΤΣΑΣ / ΘΕΣΠΡΩΤΙΑΣ","ΘΕΣΠΡΩΤΙΑΣ","ΕΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","159847228000","801597900","otenet.gr"
"ΞΥΔΗΣ ΑΝΤΩΝΙΟΣ ΤΟΥ ΜΑΡΚΟΥ","B","free-mail","antonisxidis7@gmail.com","2296032066","ΜΕΓΑΡΕΩΝ / ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2020","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","154631809000","066191620","gmail.com"
"ΟΙΚΟΝΟΜΟΥ ΓΕΩΡΓΙΟΣ ΤΟΥ ΑΘΑΝΑΣΙΟΥ","B","free-mail","G.Oikonomou97@gmail.com","2107297949","ΔΙΡΦΥΩΝ-ΜΕΣΣΑΠΙΩΝ / ΕΥΒΟΙΑΣ","ΕΥΒΟΙΑΣ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","193013622000","134373589","gmail.com"
"ΟΙΚΟΝΟΜΟΥ ΣΤΕΦΑΝΟΣ ΧΡΥΣΟΒΑΛΑΝΤΗΣ","B","free-mail","soikonomou1234@gmail.com","2421402472","ΚΙΛΕΛΕΡ / ΛΑΡΙΣΑΣ","ΛΑΡΙΣΑΣ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","192574040000","113599320","gmail.com"
"ΟΥΤΣΑΣ ΠΑΝΑΓΙΩΤΗΣ ΤΟΥ ΓΕΩΡΓΙΟΥ","B","free-mail","panosoutsas@gmail.com","2682060215","ΠΡΕΒΕΖΑΣ / ΠΡΕΒΕΖΑΣ","ΠΡΕΒΕΖΑΣ","ΑΤΟΜΙΚΗ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","154055449000","146762181","gmail.com"
"Π. ΝΤΟΥΝΙΑΣ & ΣΙΑ Ο.Ε.","B","free-mail","escapeportorafti@yahoo.gr","2299041280","ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΟΕ","2009","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","8656801000","998044877","yahoo.gr"
"ΠΑΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΙΩΑΝΝΟΥ","B","free-mail","kokkinakis.dimitris@hotmail.com","2130331511","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΠΕΙΡΑΙΑ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","175915208000","112973793","hotmail.com"
"ΠΑΓΟΥΔΗΣ ΗΛΙΑΣ ΤΟΥ ΙΩΑΝΝΟΥ.","B","free-mail","kokkinakis.dimitris@hotmail.com","2104971821","ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ / ΠΕΙΡΑΙΩΣ","","ΑΤΟΜΙΚΗ","2013","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","135624008000","074517673","hotmail.com"
